host,avgRTT,packetLoss,latency,hopCount,bandwidth,psnr,ssim_first,ssim_second,kaynak,kayitboyut,kayip,kayip_orani,h10gelen,h10giden,h10toplam,h14gelen,h14giden,h14toplam,type,server,tahmin_mos,real_mos
h1,780.849,0.0,89,4,10000000,22.740849,0.937183,12.019221,67209812,58982400,8227412,12.481225211580714,20391922,28439697,96653327,20612560,29329001,116944105,6,h10,[3.55197799],3
h2,1683.417,0.0,70,3,10000000,21.512878,0.921713,11.063116,67209812,63963136,3246676,5.070497742204665,30206044,46719453,173578824,24793512,47856195,189593812,6,h14,[3.25359084],3
h3,1149.836,0.0,46,2,10000000,19.425921,0.879585,9.193209,67209812,59244544,7965268,12.091186923718816,40690006,69634481,283903311,30851982,70971583,291417377,6,h14,[3.15104901],2
h4,341.941,0.0,67,3,10000000,22.37873,0.931525,11.644693,67209812,57671680,9538132,14.4314166508902,51138626,97313410,432355347,39043292,98915355,429376024,6,h10,[3.08279694],3
h5,1182.289,0.0,55,2,10000000,18.990131,0.862325,8.61146,67209812,54525952,12683860,19.11187610523297,62993048,129360937,624709332,47413482,131157411,607946917,6,h14,[3.17655471],2
h7,1208.628,0.0,77,3,10000000,17.273873,0.841664,8.00421,67209812,52166656,15043156,22.622220695990045,75574550,165895817,866179699,57716134,167806297,833469348,6,h14,[2.54931458],2
h8,1685.973,0.0,53,2,10000000,17.240754,0.822969,7.51951,67209812,50331648,16878164,25.352488711023323,88101960,206891307,1161172966,70022774,208933023,1112425145,6,h14,[2.36064501],2
h9,1222.361,0.0,73,3,10000000,17.07991,0.817989,7.399031,67209812,48758784,18451028,27.692718438194703,100669364,251493468,1513335798,84602294,253850016,1450877455,6,h14,[2.15974971],2
h11,1227.468,0.0,27,1,10000000,17.025335,0.807657,7.159237,67209812,47185920,20023892,30.03294816536609,113250936,300343434,1926930168,101049130,302641816,1854568401,6,h14,[2.37158444],2
h12,258.16,0.0,70,3,10000000,19.319267,0.914145,10.662359,67209812,56885248,10324564,15.60153151447589,125839710,350750888,2403520766,119444498,352660016,2326672915,6,h10,[2.27515499],3
h6,1016.661,0.0,27,1,10000000,17.05027,0.803793,7.072844,67209812,45613056,21596756,32.37317789253748,139748102,407126234,2950395102,138117762,410279084,2875069761,6,h14,[2.46768939],2
h21,339.042,0.0,81,3,10000000,33.100922,0.98862,19.438522,67209812,67371008,-161196,0.0,9878,53792,63670,9900,52844,62744,6,h14,0,4
h22,313.644,0.0,85,4,10000000,36.02897,0.99516,23.151846,67209812,67371008,-161196,0.0,10760,57613,132043,1928176,64222,2055142,6,h10,[4.33630932],5
h23,333.766,0.0,95,4,10000000,29.477362,0.981141,17.244712,67209812,66846720,363092,0.7800765757237946,1452232,65503,1649778,4016016,75558,6146716,6,h10,[4.01628291],4
h24,577.671,0.0,77,3,10000000,27.865233,0.969603,15.171655,67209812,66584576,625236,1.170114863585692,4957540,82501,6689819,6109246,78378,12334340,6,h14,[3.64146257],4
h25,1100.178,0.0,88,4,10000000,25.371418,0.949282,12.948343,67209812,65011712,2198100,3.510344590757076,9156406,109039,15955264,10109424,96866,22540630,6,h10,[4.05109705],3
h1,1317.17,0.0,81,3,10000000,21.997518,0.92294,11.131694,67209812,64487424,2722388,4.29042116648087,14774446,146875,30876585,14315296,119595,36975521,6,h14,[3.98397243],3
h2,1216.235,0.0,69,3,10000000,20.911034,0.901281,10.056,67209812,60030976,7178836,10.921072060133124,21066002,191599,52134186,20431784,148964,57556269,6,h14,[3.85670767],3
h3,1089.126,0.0,55,2,10000000,19.676147,0.882652,9.305247,67209812,56098816,11110996,16.771646378061583,27359012,240027,79733225,28576324,194954,86327547,6,h14,[3.64289063],3
h4,309.08,0.0,67,3,10000000,21.471217,0.919172,10.924397,67209812,61079552,6130260,9.360918908685536,33643952,294257,113671434,38852292,251610,125431449,6,h10,[3.50091908],3
h5,849.816,0.0,51,2,10000000,17.789703,0.863828,8.659136,67209812,54001664,13208148,19.891952680956763,41369076,356253,155396763,49324286,316570,175072305,6,h14,[3.51589294],2
h7,860.873,0.0,69,3,10000000,18.376102,0.856917,8.444122,67209812,52428800,14781012,22.232182408128143,49759448,429275,205585486,61767292,391748,237231345,6,h14,[3.03501208],2
h8,752.622,0.0,48,2,10000000,17.750128,0.84899,8.20993,67209812,51380224,15829588,23.792335559575736,58080750,511617,264177853,76152240,476334,313859919,6,h14,[2.81870409],2
h9,263.683,0.0,44,2,10000000,21.029695,0.906881,10.309628,67209812,57671680,9538132,14.4314166508902,66420772,603291,331201916,92660800,568554,407089273,6,h10,[2.97084404],3
h11,627.368,0.0,43,2,10000000,18.675835,0.882414,9.296431,67209812,55836672,11373140,17.16168466592348,76211074,703067,408116057,109505846,670242,517265361,6,h10,[2.98977006],3
h12,273.763,0.0,68,3,10000000,19.298274,0.882238,9.289946,67209812,54788096,12421716,18.72183781737107,88126580,810701,497053338,126207394,769460,644242215,6,h10,[2.64357253],3
h13,205.559,0.0,42,2,10000000,18.81844,0.877014,9.101436,67209812,53739520,13470292,20.28199096881866,102065666,927905,600046909,142937804,879372,788059391,6,h10,[2.54316204],2
h6,820.454,0.0,29,1,10000000,17.987631,0.85146,8.281564,67209812,50331648,16878164,25.352488711023323,118199812,1054559,719301280,159745400,994506,948799297,6,h14,[2.43569199],2
h22,310.812,0.0,108,4,10000000,36.535425,0.99601,23.990814,67209812,67371008,-161196,0.0,9662,1131279,1140941,9606,1311179,1320785,6,h10,0,5
h23,296.646,0.0,46,2,10000000,35.034057,0.993318,21.750973,67209812,67371008,-161196,0.0,1464634,1141769,3747344,10488,1315102,2646375,6,h14,[4.42373584],5
h24,266.052,0.0,95,3,10000000,34.621559,0.993179,21.661807,67209812,67108864,100948,0.3900382878618973,3622674,1153511,8523529,1933716,1325222,5905313,6,h10,[3.81591503],5
h25,535.305,0.0,46,2,10000000,25.844945,0.960411,14.024233,67209812,66322432,887380,1.5601531514475893,7057862,1170431,16751822,4011632,1336200,11253145,6,h14,[3.71503454],4
h1,1439.654,0.0,73,3,10000000,20.692201,0.903499,10.154665,67209812,63700992,3508820,5.460536030066562,11251588,1196959,29200369,8021992,1355723,20630860,6,h14,[3.97620604],3
h2,1217.476,0.0,72,3,10000000,19.388762,0.860336,8.549145,67209812,57933824,9275988,14.041378363028304,15447348,1235433,45883150,14139994,1387761,36158615,6,h14,[3.98425605],2
h3,1296.583,0.0,88,2,10000000,18.280233,0.835184,7.830007,67209812,53215232,13994580,21.06206754454245,19643038,1275195,66801383,22281506,1434375,59874496,6,h14,[3.79893904],2
h4,1317.581,0.0,133,3,10000000,17.085529,0.805912,7.120002,67209812,50593792,16616020,24.962450423161428,23837516,1319901,91958800,32567200,1490989,93932685,6,h14,[3.63156767],2
h5,1238.747,0.0,88,2,10000000,16.831689,0.796197,6.907893,67209812,48234496,18975316,28.472795013918507,28029654,1374205,121362659,44899904,1557141,140389730,6,h14,[3.47741803],2
h7,1238.327,0.0,132,3,10000000,16.894861,0.7797,6.569848,67209812,46137344,21072468,31.593101316813684,32225344,1436859,155024862,59506564,1632515,201528809,6,h14,[3.06595125],2
h8,283.372,0.0,127,3,10000000,26.280118,0.97891,16.759254,67209812,66060288,1149524,1.9501914393094864,36391242,1509597,192925701,75906048,1714771,279149628,6,h10,[2.72313937],4
h9,443.892,0.0,69,2,10000000,27.810158,0.971968,15.523453,67209812,62914560,4295252,6.630650893652254,41960412,1595104,236481217,92705234,1796947,373651809,6,h10,[2.86339922],4
h11,904.945,0.0,45,1,10000000,17.598779,0.771082,6.403197,67209812,44302336,22907476,34.32336933184696,49651838,1692869,287825924,109362644,1886901,484901354,6,h14,[2.98614365],2
h12,541.894,0.0,114,3,10000000,26.086367,0.968439,15.008522,67209812,60555264,6654548,10.14099548440933,58082116,1792175,347700215,127956358,1988222,614845934,6,h10,[2.82337734],4
h13,339.411,0.0,83,2,10000000,21.304619,0.943921,12.512033,67209812,59506688,7703124,11.70114863585692,67815970,1896939,417413124,146594480,2096094,763536508,6,h10,[2.6869921],3
h21,1320.564,0.0,132,3,10000000,17.60923,0.759813,6.194504,67209812,41943040,25266772,37.83371392260404,79773166,2012643,499198933,165472862,2204358,931213728,6,h14,[2.55662679],2
h6,1170.794,0.0,44,1,10000000,16.525777,0.749741,6.016097,67209812,40370176,26839636,40.173943649775424,92293314,2137691,593629938,184685388,2322104,1118221220,6,h14,[2.46848385],2
h23,286.816,0.0,50,2,10000000,33.496169,0.989466,19.774015,67209812,67371008,-161196,0.0,9746,952145,961891,9620,751412,761032,6,h14,0,4
h24,260.61,0.0,79,3,10000000,36.399933,0.995917,23.890112,67209812,67371008,-161196,0.0,10628,956875,1929394,1922826,763591,3447449,6,h10,[4.30870825],5
h25,319.146,0.0,100,4,10000000,32.240588,0.9882,19.281091,67209812,66846720,363092,0.7800765757237946,1435978,965273,4330645,4015764,775171,8238384,6,h10,[3.9390123],4
h1,562.136,0.0,76,3,10000000,25.994082,0.96545,14.615458,67209812,66584576,625236,1.170114863585692,4969668,981705,10282018,6119524,794265,15152173,6,h14,[3.6376927],4
h2,841.886,0.0,110,4,10000000,26.285702,0.969912,15.216065,67209812,65536000,1673812,2.730268015033281,9153098,1007261,20442377,10119326,823178,26094677,6,h10,[4.04168428],4
h3,731.638,0.0,99,4,10000000,24.973126,0.954877,13.456064,67209812,62128128,5081684,7.800765757237945,14777260,1046453,36266090,14315086,855850,41265613,6,h10,[3.9514814],4
h4,482.747,0.0,79,3,10000000,23.034981,0.942807,12.426604,67209812,58982400,8227412,12.481225211580714,22437534,1213453,59917077,18479312,1121752,60866677,6,h10,[3.85538186],3
h5,1280.755,0.0,51,2,10000000,23.418657,0.930004,11.549243,67209812,63963136,3246676,5.070497742204665,32303448,4482825,96703350,22686242,4532662,88085581,6,h14,[3.60648121],3
h7,1228.575,0.0,73,3,10000000,20.191565,0.885545,9.413668,67209812,59244544,7965268,12.091186923718816,42791224,11014082,150508656,28793894,11207814,128087289,6,h14,[3.43558706],3
h8,1135.231,0.0,53,2,10000000,19.190518,0.864394,8.677211,67209812,54525952,12683860,19.11187610523297,53192610,20606743,224308009,36904140,20948546,185939975,6,h14,[3.28989203],2
h9,221.078,0.0,52,2,10000000,19.369693,0.918068,10.865463,67209812,57933824,9275988,14.041378363028304,63624966,33461165,321394140,47163624,33979374,267082973,6,h10,[3.30423531],3
h11,1070.506,0.0,24,1,10000000,17.350862,0.839341,7.940962,67209812,52166656,15043156,22.622220695990045,75509602,49530241,446433983,57607756,50162548,374853277,6,h14,[2.89751869],2
h12,1161.816,0.0,52,2,10000000,17.427108,0.829286,7.677299,67209812,50593792,16616020,24.962450423161428,88084142,68651607,603169732,69980266,69457974,514291517,6,h14,[2.49448279],2
h13,353.556,0.0,96,2,10000000,19.471903,0.914882,10.699781,67209812,56885248,10324564,15.60153151447589,100665644,88134335,791969711,84424550,87885203,686601270,6,h10,[2.14971894],3
h21,909.721,0.0,147,3,10000000,17.465937,0.818454,7.410144,67209812,48758784,18451028,27.692718438194703,114736436,88226567,994932714,99307282,87999357,873907909,6,h14,[2.19840124],2
h22,1177.986,0.0,146,3,10000000,17.262614,0.809952,7.211364,67209812,47185920,20023892,30.03294816536609,129412242,88327775,1212672731,115870844,88120767,1077899520,6,h14,[2.20634393],2
h6,1219.641,0.0,49,1,10000000,17.074651,0.801184,7.015484,67209812,45613056,21596756,32.37317789253748,144047526,88433643,1445153900,134079908,88245557,1300224985,6,h14,[2.35744785],2
h24,335.933,0.0,70,3,10000000,35.360585,0.994304,22.444526,67209812,67371008,-161196,0.0,10158,611875,622033,9790,619725,629515,6,h14,0,5
h25,314.772,0.0,92,4,10000000,35.995757,0.995799,23.766984,67209812,67371008,-161196,0.0,11040,613301,1246374,1917536,629081,3176132,6,h10,[4.39135768],5
h1,347.28,0.0,94,4,10000000,32.580869,0.989598,19.829016,67209812,67108864,100948,0.3900382878618973,1435714,768931,3451019,4026352,929731,8132215,6,h10,[3.9390123],4
h2,649.637,0.0,72,3,10000000,25.814007,0.960187,13.999712,67209812,66322432,887380,1.5601531514475893,4957750,4571613,12980382,6114192,4877181,19123588,6,h14,[3.7820843],4
h3,652.351,0.0,96,4,10000000,25.624722,0.975711,16.145926,67209812,66060288,1149524,1.9501914393094864,9149888,12010064,34140334,10099202,12524345,41747135,6,h10,[4.20397023],4
h4,376.146,0.0,73,3,10000000,25.140549,0.967988,14.946811,67209812,62914560,4295252,6.630650893652254,14721004,23079204,71940542,14294962,23770305,79812402,6,h10,[3.76662679],4
h5,313.729,0.0,92,4,10000000,25.695658,0.965247,14.590069,67209812,60555264,6654548,10.14099548440933,22489668,37864820,132295030,18490652,38738641,137041695,6,h10,[3.44824131],4
h7,1238.907,0.0,73,3,10000000,21.844927,0.910448,10.479269,67209812,63438848,3770964,5.85057431792846,32151380,56397564,220843974,22654126,57475955,217171776,6,h14,[3.18540056],3
h8,1229.024,0.0,52,2,10000000,19.352715,0.858775,8.500899,67209812,57933824,9275988,14.041378363028304,42642690,78652750,342139414,28712376,79860607,325744759,6,h14,[3.07184938],2
h9,1239.41,0.0,73,3,10000000,18.232833,0.833506,7.786015,67209812,52953088,14256724,21.45210583240436,53127352,104613998,499880764,36839056,106058137,468641952,6,h14,[3.10208001],2
h11,1161.326,0.0,29,1,10000000,16.566581,0.804564,7.08996,67209812,50331648,16878164,25.352488711023323,63615632,134282062,697778458,47042202,135751039,651435193,6,h14,[3.20565092],2
h12,1204.561,0.0,51,2,10000000,18.012231,0.803109,7.057749,67209812,48234496,18975316,28.472795013918507,74106354,167259282,939144094,59437814,169047629,879920636,6,h14,[2.71266888],2
h13,218.933,0.0,48,2,10000000,25.431851,0.964123,14.451792,67209812,59506688,7703124,11.70114863585692,84493996,203660441,1227298531,73868968,205662921,1159452525,6,h10,[2.35921424],4
h21,1257.818,0.0,78,3,10000000,16.826379,0.773128,6.442182,67209812,45875200,21334612,31.983139604675586,96358908,242568585,1566226024,88635036,244691601,1492779162,6,h14,[2.1622767],2
h22,1298.678,0.0,78,3,10000000,17.655411,0.766994,6.326327,67209812,44302336,22907476,34.32336933184696,108918472,283502103,1958646599,105214726,285861355,1883855243,6,h14,[2.09536567],2
h23,1268.678,0.0,51,2,10000000,16.778363,0.752495,6.064167,67209812,41943040,25266772,37.83371392260404,121503680,325130961,2405281240,123554750,327380629,2334790622,6,h14,[2.19947196],2
h6,1159.039,0.0,27,1,10000000,16.511053,0.747151,5.971386,67209812,40108032,27101780,40.56398193763732,134038372,371055409,2910375021,143054744,373503109,2851348475,6,h14,[2.36545455],2
h25,308.879,0.0,84,4,10000000,29.538742,0.981765,17.390948,67209812,67108864,100948,0.3900382878618973,9816,61333,71149,9816,74565,84381,6,h10,0,4
h1,345.807,0.0,71,3,10000000,30.4777,0.982155,17.484755,67209812,67371008,-161196,0.0,1417734,72060,1560943,10698,76883,171962,6,h14,[4.28123059],4
h2,294.729,0.0,72,3,10000000,26.663024,0.961809,14.180366,67209812,66322432,887380,1.5601531514475893,3534322,83108,5178373,1933926,86825,2192713,6,h14,[3.85540124],4
h3,586.022,0.0,47,2,10000000,21.530095,0.914587,10.684772,67209812,63700992,3508820,5.460536030066562,5638706,93962,10911041,5944780,106203,8243696,6,h14,[3.66335117],3
h4,793.792,0.0,78,3,10000000,25.871093,0.971597,15.46633,67209812,66322432,887380,1.5601531514475893,7729460,112202,18752703,12011302,135941,20390939,6,h10,[4.0051321],4
h5,693.65,0.0,93,4,10000000,23.118324,0.958407,13.809764,67209812,64749568,2460244,3.9003828786189727,11251496,140847,30145046,18308896,168058,38867893,6,h10,[3.9632428],4
h7,1250.533,0.0,67,3,10000000,20.335136,0.884368,9.369223,67209812,58982400,8227412,12.481225211580714,16872712,177213,47194971,24597406,206532,63671831,6,h14,[3.88267738],3
h8,1220.0,0.0,47,2,10000000,17.700301,0.851726,8.289354,67209812,54263808,12946004,19.501914393094864,23113930,222347,70531248,32771006,253924,96696761,6,h14,[3.70798505],2
h9,221.678,0.0,52,2,10000000,24.935197,0.948793,12.906706,67209812,61341696,5868116,8.970880620823637,29406982,276497,100214727,43059292,310254,140066307,6,h10,[3.52344875],3
h11,235.794,0.0,48,2,10000000,22.115697,0.93445,11.834288,67209812,58720256,8489556,12.871263499442612,37107070,339813,137661610,53466528,374538,193907373,6,h10,[3.43725927],3
h12,1136.026,0.0,48,2,10000000,17.339399,0.837251,7.884805,67209812,51904512,15305300,23.01225898385194,46938854,412893,185013357,64006744,443556,258357673,6,h14,[3.11837567],2
h13,1214.407,0.0,47,2,10000000,17.443252,0.827267,7.626239,67209812,50069504,17140308,25.742526998885225,57398422,488581,242900360,76368568,518966,335245207,6,h14,[2.93984898],2
h21,1296.914,0.0,71,3,10000000,17.123871,0.807269,7.150492,67209812,48234496,18975316,28.472795013918507,67880142,571641,311352143,90907986,605356,426758549,6,h14,[2.75866392],2
h22,922.646,0.0,72,3,10000000,17.314053,0.807219,7.149357,67209812,46661632,20548180,30.81302474108989,78451278,800184,390603605,107564634,1025623,535348806,6,h14,[2.50329322],2
h23,691.915,0.0,96,4,10000000,22.030342,0.929847,11.539508,67209812,57409536,9800276,14.8214549387521,88852664,5075794,484532063,125363642,5611823,666324271,6,h10,[2.37718965],3
h24,541.807,0.0,78,3,10000000,18.893821,0.902815,10.124009,67209812,56623104,10586708,15.991569802337793,100700946,13545232,598778241,143936960,14302871,824564102,6,h10,[2.44513137],3
h6,1222.773,0.0,24,1,10000000,18.371431,0.808227,7.172124,67209812,45088768,22121044,33.153254468261274,114688692,26220902,739687835,162539500,27208315,1014311917,6,h14,[2.39486598],2
h1,333.331,0.0,61,3,10000000,28.123916,0.978098,16.595123,67209812,67371008,-161196,0.0,9984,1086268,1096252,9832,809587,819419,6,h14,0,4
h2,311.449,0.0,106,4,10000000,33.520879,0.993492,21.865438,67209812,67371008,-161196,0.0,10866,1090661,2197779,1928094,819461,3566974,6,h10,[4.40050699],5
h3,311.606,0.0,106,4,10000000,34.443071,0.991873,20.900875,67209812,67108864,100948,0.3900382878618973,1462866,1098201,4758846,4015976,830559,8413509,6,h10,[3.9390123],5
h4,704.729,0.0,76,3,10000000,24.715008,0.951162,13.112397,67209812,66060288,1149524,1.9501914393094864,4960752,1115349,10834947,6135050,833449,15382008,6,h14,[3.63172616],4
h5,420.868,0.0,106,4,10000000,31.565516,0.983735,17.887538,67209812,66322432,887380,1.5601531514475893,9154478,1142103,21131528,10109552,852595,26344155,6,h10,[4.04168428],4
h7,1387.047,0.0,78,3,10000000,20.388734,0.886699,9.45765,67209812,62914560,4295252,6.630650893652254,14774552,1179645,37085725,14315120,874036,41533311,6,h14,[3.96856912],3
h8,278.085,0.0,81,3,10000000,27.10033,0.976842,16.352963,67209812,63700992,3508820,5.460536030066562,21065786,1225437,59376948,20387894,910362,62831567,6,h10,[3.8348933],4
h9,1263.072,0.0,75,3,10000000,18.272025,0.828856,7.666386,67209812,56623104,10586708,15.991569802337793,28715858,1279409,89372215,26696114,957212,90484893,6,h14,[3.59782383],2
h11,1117.038,0.0,24,1,10000000,17.798181,0.807943,7.165698,67209812,51642368,15567444,23.40229727171384,37081606,1337263,127791084,34756908,1010876,126252677,6,h14,[3.57976376],2
h12,1168.443,0.0,49,2,10000000,16.406338,0.77817,6.539789,67209812,48758784,18451028,27.692718438194703,45565798,1395131,174752013,45163056,1079894,172495627,6,h14,[3.57339318],2
h13,1226.512,0.0,52,2,10000000,16.397778,0.757772,6.157755,67209812,46137344,21072468,31.593101316813684,53887100,1452911,230092024,57431526,1154074,231081227,6,h14,[3.28637038],2
h21,1307.075,0.0,71,3,10000000,16.097895,0.74049,5.858462,67209812,43778048,23431764,35.10344590757076,62322202,1516661,293930887,72133310,1240052,304454589,6,h14,[2.89074215],2
h22,1061.874,0.0,73,3,10000000,17.039581,0.741934,5.882692,67209812,41680896,25528916,38.22375221046594,70667998,1724792,366323677,88556808,1650418,394661815,6,h14,[2.52076614],2
h23,1264.98,0.0,53,2,10000000,16.244939,0.724708,5.602071,67209812,39059456,28150356,42.12413508908491,79058412,5790221,451172310,107069826,6013333,507744974,6,h14,[2.37469474],2
h24,258.767,0.0,82,3,10000000,27.159858,0.976291,16.250801,67209812,61603840,5605972,8.58084233296174,87396010,14117629,552685949,126295682,14703959,648744615,6,h10,[2.55920762],4
h25,1270.014,0.0,53,2,10000000,16.670782,0.721821,5.556763,67209812,36962304,30247508,45.24444139198009,97177226,26518520,676381695,145700366,27400661,821845642,6,h14,[2.49993352],2
h6,1124.139,0.0,29,1,10000000,16.368784,0.708172,5.348736,67209812,35389440,31820372,47.58467111915147,107668032,42916247,826965974,165093058,44016113,1030954813,6,h14,[2.5444898],2
h2,336.549,0.0,72,3,10000000,32.193917,0.98641,18.667746,67209812,67371008,-161196,0.0,9872,455738,465610,9734,462419,472153,6,h14,0,4
h3,308.726,0.0,97,4,10000000,34.693721,0.994021,22.233482,67209812,67371008,-161196,0.0,10824,460346,936780,1922912,472965,2868030,6,h10,[4.38991131],5
h4,396.652,0.0,72,3,10000000,25.117122,0.952321,13.216703,67209812,66060288,1149524,1.9501914393094864,1435498,468026,2840304,4021198,475925,7365153,6,h14,[3.97739679],4
h5,337.841,0.0,98,4,10000000,34.584999,0.993175,21.658809,67209812,67108864,100948,0.3900382878618973,3535414,484894,6860612,8018972,493912,15878037,6,h10,[3.75929734],5
h7,442.933,0.0,96,4,10000000,26.863614,0.981089,17.232955,67209812,66322432,887380,1.5601531514475893,7057074,512108,14429794,12216718,515379,28610134,6,h10,[3.99153551],4
h8,296.103,0.0,70,3,10000000,28.701248,0.978857,16.748258,67209812,63700992,3508820,5.460536030066562,12667148,550034,27646976,16392142,537946,45540222,6,h10,[3.95433217],4
h9,1294.74,0.0,75,3,10000000,20.331172,0.889395,9.562233,67209812,62914560,4295252,6.630650893652254,20347868,595910,48590754,20576550,568368,66685140,6,h14,[3.86488133],3
h11,1129.908,0.0,24,1,10000000,18.465175,0.832029,7.747669,67209812,56885248,10324564,15.60153151447589,28729442,663936,77984132,26598752,625566,93909458,6,h14,[3.64262773],2
h12,1188.752,0.0,53,2,10000000,17.552177,0.809733,7.206356,67209812,51904512,15305300,23.01225898385194,37148134,720904,115853170,34847598,682528,129439584,6,h14,[3.57687273],2
h13,1202.73,0.0,54,2,10000000,16.439762,0.778618,6.548584,67209812,48758784,18451028,27.692718438194703,45496644,778498,162128312,45065130,746978,175251692,6,h14,[3.58300032],2
h21,1382.15,0.0,63,3,10000000,17.001375,0.768959,6.363108,67209812,46137344,21072468,31.593101316813684,53953746,836406,216918464,57588874,824380,233664946,6,h14,[3.16712127],2
h22,1387.256,0.0,72,3,10000000,15.922878,0.740147,5.852724,67209812,43778048,23431764,35.10344590757076,62344160,1063132,280325756,72069362,1259046,306993354,6,h14,[2.84086796],2
h23,1150.387,0.0,47,2,10000000,16.242841,0.73585,5.781489,67209812,41680896,25528916,38.22375221046594,70667886,5596774,356590416,88535940,6078234,401607528,6,h14,[2.5950074],2
h24,431.159,0.0,78,3,10000000,27.471349,0.978078,16.591196,67209812,61603840,5605972,8.58084233296174,79005484,14314408,449910308,107168008,15099465,523875001,6,h10,[2.55422582],4
h25,1257.738,0.0,85,2,10000000,15.782918,0.718902,5.511418,67209812,39059456,28150356,42.12413508908491,88852720,27335262,566098290,125772814,28384675,678032490,6,h14,[2.3598628],2
h1,1305.06,0.0,128,3,10000000,16.543038,0.720464,5.535616,67209812,37224448,29985364,44.85440310411819,99329334,44970242,710397866,145151170,46627959,869811619,6,h14,[2.48471707],2
h6,1068.058,0.0,42,1,10000000,15.508116,0.697291,5.189751,67209812,35651584,31558228,47.19463283128957,109765352,70927316,891090534,164739788,73113693,1107665100,6,h14,[2.54553147],2
h3,209.299,0.0,47,2,10000000,34.697766,0.992999,21.548669,67209812,67371008,-161196,0.0,9752,1560347,1570099,9648,1563006,1572654,6,h14,0,5
h4,258.948,0.0,73,3,10000000,35.544499,0.994673,22.735413,67209812,67371008,-161196,0.0,10704,1562945,3143748,1932750,1572992,5078396,6,h10,[4.29810979],5
h5,328.681,0.0,98,4,10000000,28.285973,0.982109,17.473729,67209812,66846720,363092,0.7800765757237946,1436966,1570700,6151414,4010666,1584268,10673330,6,h10,[3.91216803],4
h7,387.964,0.0,69,3,10000000,25.637161,0.954759,13.444651,67209812,66060288,1149524,1.9501914393094864,5007524,1588293,12747231,6119482,1603432,18396244,6,h14,[3.64595081],4
h8,566.132,0.0,71,3,10000000,24.985252,0.96163,14.160068,67209812,65273856,1935956,3.1203063028951785,9154316,1609251,23510798,10109242,1632886,30138372,6,h10,[4.02665481],4
h9,1376.828,0.0,67,3,10000000,22.107049,0.909553,10.436069,67209812,63176704,4033108,6.240612605790357,14749494,1644468,39904760,14294820,1666625,46099817,6,h14,[3.98161277],3
h11,483.039,0.0,46,2,10000000,23.718779,0.945338,12.623106,67209812,61603840,5605972,8.58084233296174,21026206,1684200,62615166,20337714,1711329,68148860,6,h10,[3.80898528],3
h12,402.095,0.0,79,3,10000000,20.058804,0.922623,11.113872,67209812,58458112,8751700,13.261301787304507,28747002,1728442,93090610,26674736,1760207,96583803,6,h10,[3.59660267],3
h13,1283.065,0.0,66,3,10000000,19.424222,0.863681,8.654432,67209812,58195968,9013844,13.651340075166408,38604446,1781522,133476578,33006772,1807055,131397630,6,h14,[3.48509581],2
h21,1250.482,0.0,78,3,10000000,17.634056,0.839444,7.943721,67209812,54001664,13208148,19.891952680956763,49087312,1833162,184397052,41183478,1863285,174444393,6,h14,[3.53997477],2
h22,1233.37,0.0,78,3,10000000,17.754907,0.81982,7.44293,67209812,48758784,18451028,27.692718438194703,59572016,1887588,245856656,51475298,1928295,227847986,6,h14,[3.28941537],2
h23,1236.235,0.0,47,2,10000000,17.181693,0.813617,7.295942,67209812,49283072,17926740,26.91264186247092,69976390,1951510,317784556,63790756,2003770,293642512,6,h14,[3.04420462],2
h24,295.444,0.0,73,3,10000000,19.099006,0.910322,10.473122,67209812,57147392,10062420,15.211493226613996,80398104,2024646,400207306,78239898,2089315,373971725,6,h10,[2.50681124],3
h25,1129.979,0.0,46,2,10000000,17.055406,0.801928,7.031771,67209812,47710208,19499604,29.2528715896423,92355258,2120717,494683281,92972948,2181520,469126193,6,h14,[2.43889587],2
h1,627.864,0.0,78,3,10000000,16.990955,0.796089,6.9056,67209812,45875200,21334612,31.983139604675586,105044134,2230955,601958370,109642484,2288606,581057283,6,h14,[2.21768849],2
h2,679.266,0.0,111,4,10000000,19.674602,0.907297,10.329071,67209812,56623104,10586708,15.991569802337793,117521634,2366053,721846057,127929962,2417070,711404315,6,h10,[2.26061209],3
h6,1224.026,0.0,21,1,10000000,16.96708,0.787635,6.729171,67209812,44302336,22907476,34.32336933184696,131517130,2491991,855855178,146089724,2535228,860029267,6,h14,[2.40876927],2
h4,337.185,0.0,79,3,10000000,33.016467,0.987474,19.022031,67209812,67371008,-161196,0.0,9662,472695,482357,9774,475464,485238,6,h14,0,4
h5,307.091,0.0,94,4,10000000,36.622246,0.996023,24.004413,67209812,67371008,-161196,0.0,10614,475368,968339,1925980,485520,2896738,6,h10,[4.362708],5
h7,321.502,0.0,104,4,10000000,34.797497,0.992749,21.396228,67209812,67108864,100948,0.3900382878618973,1456558,482991,2907888,4021238,488340,7406316,6,h10,[3.96622982],5
h8,313.238,0.0,82,3,10000000,30.134762,0.983795,17.903636,67209812,66060288,1149524,1.9501914393094864,4960500,500051,8368439,6108522,490190,14005028,6,h10,[3.6343687],4
h9,1320.373,0.0,75,3,10000000,25.878156,0.960349,14.017505,67209812,66322432,887380,1.5601531514475893,10553714,527265,19449418,8202336,501018,22708382,6,h14,[3.96794157],4
